"","Name","Day","Media","Type","Date","UniqueId","Path","Class","Relative","MinorAx","MidAx","MajorAx","CellSurfaceArea","CellVolume","MitoVolSur","MitoLength","MitoVolLen","MitoToCellVolRatio","MitoToCellSurRatio","MitoQuasiDensity","Nodes","Edges","avgDegree","avgDegreeCor","Loops","MultipleEdges","avgCC","sdCC","DiameterTop","DiameterGeo","avgEdgeLength","stdEdgeLength","maxEdgeLength","FracLongEdges","Clusters","Phi","Beta","Pk1","Pk3","avgBETgeo","sdBETgeo","maxBETgeo","avgBETtop","sdBETtop","maxBETtop","avgGeoSTopSRatio","sdGeoSTopSRatio","avgEdgeLengthProjected","avgEdgeLengthGeodesic","avgEdgeLengthSpherical","avgEdgeTension","netTension","avgLongEdgesTension","LongestEdgeTension","logNodes","logNormLength","Meshedness","Redundancy"
"4929","RFP-100914_244_16_679","2","Glucose","WT","24",680,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.892949,2.121473,2.857972,65.41683,48.075384,6.0023,54.74932,3.87,0.124851836856883,0.0917546753641227,0.836930190594683,34,39,2.29411764705882,2.1875,0,0,0.0434782608695652,0.0434782608695652,9,20.23188,1.40382794871795,1.27949874369486,5.43587,0.179487179487179,2,0.823529411764706,0.904704517629361,0.382352941176471,0.558823529411765,0.0694073083778966,0.0955219828076125,0.369318181818182,0.0676247771836007,0.0903910881393965,0.350063131313131,1.67431990406519,0.704251001609165,1.55042384615385,1.34080128205128,1.23853717948718,0.91083508569964,0.86479660731317,0.818767914270424,0.568187588257647,3.52636052461616,-0.485674904472295,0.0952380952380952,0.17948717948718
"4930","RFP-100914_244_16_680","2","Glucose","WT","24",681,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.7046,1.709649,2.481016,48.080797,30.286381,3.27649,40.72385,2.8786,0.10818360899574,0.0681455009990787,0.846987831753288,18,23,2.55555555555556,2.375,0,3,0.0967741935483871,0.0967741935483871,9,15.1023,1.77060217391304,1.45111044621307,6.68061,0.347826086956522,1,1,1,0.277777777777778,0.611111111111111,0.184232026143791,0.160669305964726,0.441176470588235,0.171160130718954,0.147982250702003,0.466911764705882,1.49806177235709,0.480285777025851,1.99086782608696,1.43735608695652,1.38042565217391,0.847144286221364,0.721974642476211,0.694209223691138,0.136604874297941,2.89037175789616,-0.0996096098523669,0.193548387096774,0.260869565217391
"49312","RFP-100914_244_18_681","2","Glucose","WT","24",682,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.825273,1.967777,2.846781,60.875672,42.829819,3.47092,36.17304,2.55692,0.0810398007985978,0.0570165369180647,0.594211756709643,26,29,2.23076923076923,2.08333333333333,0,4,0,0,11,17.78207,1.24734551724138,1.09006761466102,3.54851,0.206896551724138,3,0.846153846153846,0.988510774052042,0.423076923076923,0.5,0.119871794871795,0.133731009515306,0.386666666666667,0.115769230769231,0.13778653708026,0.386666666666667,1.24234523273972,0.591963365887068,1.34574413793103,1.20016344827586,1.15167586206897,0.908371775136564,0.891821420170561,0.885250057543622,0.835250882650182,3.25809653802148,-0.56788697959261,0.0851063829787234,0.206896551724138
"49321","RFP-100914_244_2_683","2","Glucose","WT","24",684,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.789043,1.829056,2.810557,56.928523,38.523756,4.88212,70.51311,4.98428,0.12673011427027,0.0857587680607839,1.23862531968377,68,73,2.14705882352941,2.03125,0,1,0.076271186440678,0.076271186440678,19,21.60007,0.96593301369863,0.779729837131435,4.76827,0.0547945205479452,7,0.823529411764706,0.957361971412125,0.455882352941176,0.485294117647059,0.0677827440338415,0.0996428269111271,0.364088647670737,0.0660334690185436,0.0932249455644981,0.350961642006418,1.09446418427235,0.372929296316872,1.05717397260274,0.992169178082192,0.89352301369863,0.973829805634521,0.938510788001612,0.869412157091437,0.549627395411849,4.21950770517611,-0.79004691692891,0.0458015267175573,0.164383561643836
"4933","RFP-100914_244_2_685","2","Glucose","WT","24",686,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.165159,2.387744,3.231686,83.947398,69.983459,8.47222,83.2333,5.88342,0.121060320839529,0.100922961304888,0.991493506445548,55,60,2.18181818181818,2.14814814814815,0,1,0.126315789473684,0.126315789473684,19,23.57627,1.34682916666667,1.21646273369921,7.51067,0.1,4,0.890909090909091,0.932160290064008,0.418181818181818,0.563636363636364,0.10934502255257,0.141386368096199,0.415793151642208,0.0943015056222603,0.114779283967268,0.34987188446308,1.26485089169922,0.451325069026827,1.4463,1.22284359375,1.16897859375,0.922967738268023,0.845497886849201,0.660234663427323,0.707780746806552,4.00733318523247,-0.651830006375179,0.0571428571428571,0.15
"4934","RFP-100914_244_2_686","2","Glucose","WT","24",687,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.140087,2.262243,3.092386,77.851834,62.712333,8.38253,89.63155,6.33568,0.133666371493467,0.107672864842208,1.15130942194631,49,60,2.44897959183673,2.41666666666667,0,0,0.0841121495327103,0.0841121495327103,13,17.47904,1.20715733333333,1.21094884027454,5.18071,0.133333333333333,2,0.959183673469388,0.996719704031952,0.26530612244898,0.673469387755102,0.10202272398321,0.0988249605762459,0.345744680851064,0.0931574757562599,0.0889999834259699,0.255984042553192,1.07883669843565,0.486689045751401,1.53804850746269,1.40059626865672,1.29392925373134,0.970945515356575,0.910632052149822,0.84658600790027,0.754988663066331,3.89182029811063,-0.723623320226595,0.129032258064516,0.216666666666667
"4935","RFP-100914_244_2_688","2","Glucose","WT","24",689,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.917635,1.93069,2.801795,61.175324,43.451346,5.47671,53.90699,3.81046,0.126042355511841,0.0895248221325317,0.881188467428468,40,43,2.15,2.15,0,0,0,0,9,13.57964,1.24492,1.18837463552014,6.8957,0.13953488372093,2,0.95,0.997907776272539,0.425,0.575,0.0953103913630229,0.105005397274809,0.376518218623482,0.0867071524966262,0.0995808283995489,0.347728295096716,1.2813209767316,0.512618954969298,1.34466022222222,1.26416555555556,1.14600355555556,0.982749098523162,0.940137541561511,0.925031250649811,0.729704779644347,3.68887945411394,-0.572288558489303,0.0533333333333333,0.116279069767442
"4936","RFP-100914_244_2_689","2","Glucose","WT","24",690,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.161834,2.269806,3.145416,79.529661,64.651363,8.02126,77.53496,5.48062,0.124069464707186,0.100858722382835,0.974918779045217,67,71,2.11940298507463,2,1,2,0.055045871559633,0.055045871559633,12,17.03851,1.06947901408451,0.840797937035587,4.18414,0.0704225352112676,9,0.611940298507463,0.80548301720161,0.477611940298507,0.477611940298507,0.0278537383014995,0.0422201745700279,0.175757575757576,0.0241658838673764,0.0420283248992353,0.180745248017975,1.27764101261381,0.464815759071588,1.22140054794521,1.05781794520548,1.01934342465753,0.937527636548284,0.866069650111976,0.756919561516712,0.43843004285134,4.20469261939097,-0.855381272550684,0.0387596899224806,0.183098591549296
"4937","RFP-100914_244_2_691","2","Glucose","WT","24",692,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.930481,2.123536,3.012269,68.991651,51.72584,5.60215,70.90787,5.01218,0.108304669387679,0.081200404959145,1.02777465058779,48,55,2.29166666666667,2.13636363636364,0,0,0.121212121212121,0.121212121212121,12,21.63411,1.289234,1.27028220755395,6.17782,0.127272727272727,3,0.916666666666667,0.988833820561808,0.395833333333333,0.520833333333333,0.080654486586494,0.112959356754957,0.463459759481961,0.0797101449275362,0.107986854962277,0.475639839654641,1.439302718703,0.617242691251107,1.44394963636364,1.29258109090909,1.20189727272727,0.952311998843277,0.8951704812671,0.830250356447854,0.783815037113329,3.87120101090789,-0.597432381597592,0.0879120879120879,0.181818181818182
"4938","RFP-100914_244_24_692","2","Glucose","WT","24",693,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.18074,2.629404,3.559011,96.819789,85.48286,6.44824,68.67476,4.85433,0.0754331336129839,0.0666004343388933,0.709304995490127,53,56,2.11320754716981,2.07692307692308,0,2,0.146341463414634,0.146341463414634,15,25.14236,1.22633464285714,0.942973824240899,3.76624,0.0892857142857143,6,0.773584905660377,0.932405131784991,0.452830188679245,0.528301886792453,0.0639745012663992,0.0869880019374945,0.290346907993967,0.055920771792026,0.0770692236823499,0.266189039718451,1.32053809816622,0.441903829907652,1.43737482142857,1.29564142857143,1.28572375,0.939050099040588,0.901394270482436,0.869305523799145,0.824052191351365,3.97029191355212,-0.816883823828328,0.0396039603960396,0.160714285714286
"4939","RFP-100914_244_24_695","2","Glucose","WT","24",696,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.921532,1.967927,2.767258,61.374943,43.832348,4.79808,56.26593,3.9772,0.109464361799646,0.0781765288156765,0.916757348353057,29,38,2.62068965517241,2.33333333333333,0,1,0.164383561643836,0.164383561643836,10,17.91771,1.48068315789474,1.19037382355089,4.58207,0.236842105263158,1,1,1,0.275862068965517,0.551724137931034,0.126984126984127,0.151728942280891,0.582010582010582,0.12269658821383,0.148344663492925,0.607583774250441,1.37138755489092,0.633281449540151,1.63571657894737,1.46555657894737,1.37585815789474,0.939462036102937,0.895972198246286,0.874341358374167,0.87295853089486,3.36729582998647,-0.400485130767242,0.188679245283019,0.263157894736842
"4940","RFP-100914_244_27_697","2","Glucose","WT","24",698,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.039752,2.071736,2.852039,67.248268,50.484227,6.14531,71.16689,5.03049,0.121727326834181,0.0913824278715996,1.05827097286729,39,52,2.66666666666667,2.59459459459459,0,1,0.0947368421052632,0.0947368421052632,12,15.38768,1.08532538461538,0.81359899120395,4.29224,0.0769230769230769,2,0.948717948717949,0.995790167145904,0.179487179487179,0.743589743589744,0.0999379946748368,0.0872768347489552,0.308677098150782,0.0907466170624065,0.0680786603865552,0.243053579895685,1.05696396468757,0.363810951797892,1.3991401754386,1.19548105263158,1.13096228070175,0.942324717054339,0.854439800684606,0.703382281695101,0.276740626503789,3.66356164612965,-0.756803672579039,0.191780821917808,0.288461538461538
"49412","RFP-100914_244_27_698","2","Glucose","WT","24",699,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.824399,1.847475,2.733199,56.674424,38.588525,5.06778,54.05096,3.82064,0.131328678668076,0.0894191708062176,0.953709913311161,39,46,2.35897435897436,2.11764705882353,1,1,0.15,0.15,8,10.93039,1.17502152173913,0.93187709254426,3.62671,0.173913043478261,3,0.666666666666667,0.795105325545379,0.384615384615385,0.487179487179487,0.0435496224969909,0.0579777351280503,0.166429587482219,0.0382244592770909,0.0460136544468829,0.129255571360835,1.16945441676041,0.522337695206803,1.35296043478261,1.14309065217391,1.10203,0.909052628815656,0.844881064358385,0.735192221372211,0.882777737616568,3.66356164612965,-0.591862929278574,0.10958904109589,0.217391304347826
"49421","RFP-100914_244_27_699","2","Glucose","WT","24",700,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.994073,2.050576,2.861752,66.08463,49.015945,5.30047,60.99737,4.31165,0.108137668262848,0.0802073038768621,0.923019013649619,33,30,1.81818181818182,1.75,0,0,0,0,11,36.23282,2.03324533333333,2.43796815064729,10.83509,0.266666666666667,3,0.878787878787879,0.971068420010309,0.606060606060606,0.363636363636364,0.104472140762463,0.154322343235288,0.493951612903226,0.104472140762463,0.154322343235288,0.493951612903226,2.54241375014766,1.12468587487006,2.23506866666667,1.64946866666667,1.55904133333333,0.920019200808119,0.737994626861576,0.773776120807654,0.251536051535544,3.49650756146648,-0.120322770301338,-0.0327868852459016,0
"4943","RFP-100914_244_27_700","2","Glucose","WT","24",701,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.947158,1.995197,2.763671,62.334825,44.974025,5.54131,65.91757,4.65944,0.12321134254717,0.0888958940688451,1.0574758170894,47,59,2.51063829787234,2.15789473684211,1,1,0.165137614678899,0.165137614678899,10,15.54175,1.11724711864407,0.997294463052241,5.579,0.11864406779661,3,0.893617021276596,0.894058762472773,0.340425531914894,0.468085106382979,0.0799054373522459,0.104119822723389,0.372946859903382,0.0656388117997739,0.0688380011328975,0.234789510006901,1.07335315751904,0.427448775738365,1.24121474576271,1.14330372881356,1.05734525423729,0.956785778826713,0.921116779120291,0.901049273381288,0.621169770863258,3.85014760171006,-0.689880275849493,0.146067415730337,0.254237288135593
"4944","RFP-100914_244_27_701","2","Glucose","WT","24",702,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.841569,1.890119,2.740097,57.909579,39.951377,5.42967,56.32983,3.98172,0.135906955096942,0.093761172050655,0.972720419880794,28,30,2.14285714285714,2,0,2,0.0731707317073171,0.0731707317073171,9,13.95597,1.616193,1.22335317059908,5.84989,0.166666666666667,4,0.714285714285714,0.680092455954621,0.464285714285714,0.464285714285714,0.0543345543345543,0.0699105394054584,0.199430199430199,0.0543345543345543,0.067046158639206,0.209781576448243,1.43428415287799,0.670464269288844,1.89946911764706,1.57498323529412,1.43773294117647,0.898469878986033,0.829170224807396,0.814224922432691,0.778753984039876,3.3322045101752,-0.28385589850951,0.0588235294117647,0.2
"4945","RFP-100914_244_29_703","2","Glucose","WT","24",704,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.23279,2.57224,3.015073,85.119562,72.534676,7.50947,85.47766,6.04206,0.103529379520493,0.0882226109199199,1.00420700003132,52,56,2.15384615384615,2.08,1,2,0.0759493670886076,0.0759493670886076,16,24.31974,1.52638642857143,1.2287532951047,7.28835,0.178571428571429,6,0.692307692307692,0.749145039568243,0.442307692307692,0.519230769230769,0.0480090497737557,0.0724370363501758,0.236862745098039,0.0459276018099548,0.0607982377623464,0.243725490196078,1.40851568185138,0.580178196673183,1.69080071428571,1.40526,1.33337517857143,0.886797426485336,0.831121011557922,0.820862924988025,0.530165231967533,3.95124371858143,-0.533613185929768,0.0505050505050505,0.178571428571429
"4946","RFP-100914_244_29_705","2","Glucose","WT","24",706,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.011379,2.104881,2.957662,69.272912,52.451574,7.31692,76.95442,5.43959,0.139498578250483,0.105624547730865,1.11088761506085,65,79,2.43076923076923,2.3,0,2,0.0437956204379562,0.0437956204379562,14,15.33659,0.939074430379747,0.680839215459159,2.93999,0.0506329113924051,2,0.969230769230769,0.983694556234202,0.323076923076923,0.6,0.0839972527472528,0.0777090208973001,0.294642857142857,0.0788232600732601,0.0758166504816053,0.302997556345771,0.958169391598422,0.273631069024317,1.06802432098765,1.00138987654321,0.941043950617284,0.962120303054843,0.937609618868207,0.882713900030472,0.718175665937702,4.17438726989564,-0.916375388626137,0.12,0.20253164556962
"4947","RFP-100914_244_29_706","2","Glucose","WT","24",707,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.449964,1.513686,2.456562,40.259179,22.584423,3.26771,37.03943,2.61816,0.144688664394924,0.0811668315441803,0.920024474418616,19,22,2.31578947368421,2.22222222222222,0,0,0.0769230769230769,0.0769230769230769,7,11.61413,1.68361,1.26994838942376,4.72537,0.318181818181818,2,0.894736842105263,0.965532397645535,0.368421052631579,0.578947368421053,0.113175094599243,0.114851243152969,0.339869281045752,0.0970072239422085,0.0920509551928854,0.284313725490196,1.46035158967675,0.688149744099638,1.93868863636364,1.82478772727273,1.66863863636364,0.973318589099258,0.941248477473644,0.916809600748664,0.912723151579523,2.94443897916644,-0.0612165927429093,0.121212121212121,0.227272727272727
"4948","RFP-100914_244_3_707","2","Glucose","WT","24",708,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.393807,2.422283,3.209976,89.492231,77.965822,9.36347,98.41008,6.9562,0.120097111270115,0.104628858788871,1.09964942096482,68,87,2.55882352941176,2.42857142857143,0,4,0.08,0.08,13,15.4047,1.04536172413793,0.904904237888915,5.6881,0.0689655172413793,2,0.970588235294118,0.997993984813264,0.264705882352941,0.661764705882353,0.0759305078883657,0.0672006789527754,0.239710538218001,0.071095059462048,0.0684015645933553,0.264641439268305,1.19032257968649,0.369029768011468,1.18184580645161,1.02772559139785,0.960384301075269,0.937930001783032,0.869593635470522,0.732638956785963,0.589103732300646,4.21950770517611,-0.937200812015298,0.152671755725191,0.241379310344828
"4949","RFP-100914_244_3_709","2","Glucose","WT","24",710,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.258371,2.633002,3.214315,91.317451,80.061456,8.98464,82.16745,5.80807,0.112221791219985,0.0983890800894125,0.899800083118833,48,55,2.29166666666667,2.21739130434783,0,0,0.125,0.125,12,19.14301,1.38839345454545,0.852726497321469,3.71886,0.0727272727272727,2,0.958333333333333,0.982940649257926,0.375,0.583333333333333,0.0992329633055812,0.103368977152231,0.32377428307123,0.0915625963613938,0.0948005266271752,0.342352759790317,1.35895185368892,0.405570571096451,1.56004915254237,1.40909152542373,1.35352254237288,0.931399477068493,0.903235339173364,0.85709390270365,0.775545798850474,3.87120101090789,-0.663511540126727,0.0879120879120879,0.163636363636364
"4950","RFP-100914_244_30_715","2","Glucose","WT","24",716,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.929275,2.186807,2.995711,69.97115,52.941109,6.27576,76.50323,5.40769,0.118542284408889,0.0896906796586879,1.09335390371603,70,76,2.17142857142857,2.07462686567164,0,4,0.109090909090909,0.109090909090909,18,22.67835,1.00662144736842,0.705734584872064,4.22405,0.0263157894736842,8,0.771428571428571,0.91137236950649,0.442857142857143,0.514285714285714,0.0544391669711363,0.0673961336725924,0.263427109974425,0.052892461332359,0.0661267213801973,0.27664248421733,1.07952223009589,0.330788309521226,1.10410631578947,0.961284605263158,0.896076315789474,0.9390615758644,0.870644965540122,0.526050543175899,0.290749026477578,4.24849524204936,-0.851929761757309,0.0518518518518519,0.184210526315789
"49511","RFP-100914_244_30_716","2","Glucose","WT","24",717,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.114088,2.459051,3.285007,85.492094,71.53447,7.95478,73.54395,5.19852,0.111202054058694,0.093046966424755,0.860242702676109,54,61,2.25925925925926,2.12,0,2,0.0306122448979592,0.0306122448979592,12,18.20822,1.20563885245902,0.859374352545886,4.95651,0.0655737704918033,4,0.851851851851852,0.883435582822086,0.407407407407407,0.518518518518518,0.0648416922001828,0.0729605989590525,0.26632801161103,0.0606756974681503,0.0734980842306368,0.291490427811182,1.23128619293573,0.37371801792373,1.33350295081967,1.24363180327869,1.16718885245902,0.958849674855052,0.932605212845054,0.903050958488652,0.78285841285619,3.98898404656427,-0.771690233961886,0.0776699029126214,0.180327868852459
"49521","RFP-100914_244_31_718","2","Glucose","WT","24",719,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.205707,2.765642,3.163084,92.043586,80.824474,7.54835,60.10744,4.24874,0.0933918852351579,0.0820084302234813,0.653032357952677,36,33,1.83333333333333,1.83333333333333,0,1,0.0731707317073171,0.0731707317073171,10,27.78274,1.82143696969697,1.62038827008275,5.72548,0.272727272727273,6,0.666666666666667,0.857554358513475,0.583333333333333,0.416666666666667,0.0475723622782446,0.0737669024296555,0.233613445378151,0.0458916900093371,0.0755494507085708,0.242016806722689,2.32317756038406,0.938398657795546,2.07715666666667,1.81868575757576,1.73557424242424,0.933501352923768,0.875565038863586,0.87705681010315,0.582209737211727,3.58351893845611,-0.395993256027519,-0.0298507462686567,0.0909090909090909
"49531","RFP-100914_244_32_720","2","Glucose","WT","24",721,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.128674,2.241891,3.132609,77.945772,62.620755,6.94436,71.30272,5.04009,0.110895501020389,0.0890921960462461,0.914773414522086,48,46,1.91666666666667,1.82608695652174,0,2,0,0,16,23.80015,1.40720173913043,1.30696688510001,6.57147,0.173913043478261,6,0.791666666666667,0.987526277867516,0.5625,0.395833333333333,0.0762796793092815,0.11639866751788,0.353376503237743,0.0756436941103916,0.115664135115271,0.353376503237743,1.57989335512514,0.548885871627953,1.66202333333333,1.422470625,1.30574833333333,0.928111147234078,0.85586681996041,0.838359305119909,0.480604995351443,3.87120101090789,-0.570891403262526,-0.010989010989011,0.0869565217391305
"4954","RFP-100914_244_33_721","2","Glucose","WT","24",722,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.013535,2.293908,3.129193,76.517682,60.541923,6.15785,68.12993,4.81582,0.101712163982634,0.0804761702007648,0.890381519921108,57,59,2.07017543859649,1.98181818181818,0,2,0.137931034482759,0.137931034482759,12,16.68019,1.15474423728814,0.784618426487334,3.65289,0.0677966101694915,8,0.719298245614035,0.904856618774339,0.491228070175439,0.473684210526316,0.0423444976076555,0.050581923275527,0.174675324675325,0.0411825017088175,0.0487003634266647,0.173549783549784,1.16907279473088,0.336839011591054,1.28733915254237,1.16087847457627,1.12032762711864,0.938425156751174,0.901765841801398,0.858558729270246,0.849822162532234,4.04305126783455,-0.759369922329979,0.0275229357798165,0.169491525423729
"4955","RFP-100914_244_33_722","2","Glucose","WT","24",723,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.442292,1.589261,2.297655,39.191508,22.060821,3.3574,41.99365,2.96836,0.152188352373649,0.0856665173486052,1.07149870323949,27,38,2.81481481481481,2.4,0,1,0.115384615384615,0.115384615384615,8,8.49135,1.10509605263158,0.851183979167903,4.6374,0.131578947368421,1,1,1,0.222222222222222,0.518518518518518,0.117378917378917,0.101401031987285,0.295384615384615,0.0983475783475783,0.080808103520408,0.277846153846154,1.08467196133496,0.477122052892918,1.23328789473684,1.10904421052632,1.04606078947368,0.955062146992182,0.899258166125893,0.822754182198117,0.712605476907944,3.29583686600433,-0.468785665202551,0.244897959183673,0.315789473684211
"4956","RFP-100914_244_33_723","2","Glucose","WT","24",724,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.918547,2.052609,2.924766,65.738304,48.245663,5.01885,59.04064,4.17334,0.104026967149358,0.0763459002532222,0.898116264149437,40,40,2,1.89473684210526,0,1,0.155172413793103,0.155172413793103,10,16.36555,1.476017,1.29904420894393,5.13079,0.2,6,0.7,0.785326828891537,0.525,0.425,0.0473346828609987,0.0742635767501178,0.272604588394062,0.0452091767881242,0.0743568282830859,0.260458839406208,1.62089337243291,0.675061773612714,1.6934735,1.4917935,1.38832975,0.934669610528879,0.880907495747645,0.796112061116351,0.780078017128655,3.68887945411394,-0.437981517439593,0.0133333333333333,0.15
"4957","RFP-100914_244_34_724","2","Glucose","WT","24",725,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.269187,2.622821,2.88182,84.230861,71.844638,7.37023,85.24468,6.02559,0.102585665474437,0.0875003521571506,1.01203619419253,71,71,2,1.91176470588235,0,0,0.108108108108108,0.108108108108108,20,24.69567,1.20062985915493,0.944017869662121,4.47097,0.0985915492957746,8,0.802816901408451,0.934101607700747,0.52112676056338,0.436619718309859,0.0653777738897151,0.0990980343248054,0.342857142857143,0.0649345347447001,0.099081274776759,0.340786749482402,1.17384284619064,0.321002348719428,1.33460507042254,1.21648267605634,1.12960887323944,0.947260229805429,0.911492622811032,0.853086168748698,0.858505299289903,4.26267987704132,-0.76842226193809,0.0072992700729927,0.112676056338028
"4958","RFP-100914_244_34_725","2","Glucose","WT","24",726,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.394624,2.991475,3.337847,105.937155,100.156122,9.49706,92.6869,6.55165,0.0948225611211265,0.0896480559629905,0.874923439278693,46,49,2.1304347826087,2.04545454545455,0,1,0,0,13,25.2635,1.71549979591837,1.45719839426336,6.3626,0.102040816326531,2,0.956521739130435,0.998667610284098,0.456521739130435,0.5,0.100329380764163,0.126387288285915,0.556565656565657,0.0984848484848485,0.13039963512584,0.568013468013468,1.73328356432442,0.589292113357042,1.97434471698113,1.63195169811321,1.57251283018868,0.914660588966239,0.826578906954273,0.664009091243292,0.640470500288824,3.8286413964891,-0.526206432628497,0.0459770114942529,0.102040816326531
"4959","RFP-100914_244_34_726","2","Glucose","WT","24",727,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.828334,2.008482,3.089392,65.907112,47.520926,6.76937,64.05612,4.52786,0.142450296528313,0.10271076663168,0.971915140205203,45,50,2.22222222222222,2.18181818181818,0,1,0.075,0.075,14,20.41257,1.2811222,0.828451142786862,3.63113,0.14,2,0.955555555555556,0.993446370689697,0.4,0.577777777777778,0.109302325581395,0.13285798913447,0.449260042283298,0.108151280244303,0.130229153743181,0.449260042283298,1.36560128251797,0.357417675564151,1.446434,1.3383626,1.231489,0.94499188068265,0.925284250785034,0.91235795004114,0.978876690223842,3.80666248977032,-0.580874642316216,0.0705882352941176,0.14
"4960","RFP-100914_244_35_728","2","Glucose","WT","24",729,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,2.025197,2.130304,2.943388,69.816049,53.191823,6.01798,64.96456,4.59207,0.113137314357509,0.0861976592230248,0.930510404563283,52,50,1.92307692307692,1.84,0,0,0.12,0.12,7,15.31725,1.2992912,1.12919115569534,6.92776,0.08,7,0.461538461538462,0.637589787416401,0.557692307692308,0.403846153846154,0.0122322775263952,0.0187382790898768,0.0745098039215686,0.0120663650075415,0.0186997105723124,0.0701960784313725,1.38696667107074,0.64002462070345,1.4551358,1.2284346,1.1608208,0.95822953331944,0.84420615587906,0.634406016677911,0.0918114941878189,3.95124371858143,-0.595600947362247,-0.0101010101010101,0.1
"49611","RFP-100914_244_35_729","2","Glucose","WT","24",730,"/Volumes/TOSH/UCI/MyData/NewScopeUnbudded/Analysis//DATA_24H_DAY2/cells","Single",NA,1.803295,1.812765,2.601325,53.508987,35.619798,5.02262,66.14579,4.67557,0.141006414466472,0.09386498010138,1.23616225438916,53,62,2.33962264150943,2.1063829787234,0,1,0.0530973451327434,0.0530973451327434,8,10.23325,1.06686693548387,0.8517381626013,4.79178,0.0967741935483871,5,0.849056603773585,0.973282939569058,0.39622641509434,0.490566037735849,0.0513674265061612,0.0560944241081341,0.220211161387632,0.0449927431059507,0.0460115904973034,0.176269482151835,1.15373786268803,0.409680974873013,1.19982112903226,1.09238677419355,1.06857516129032,0.955324912826374,0.910458023917813,0.836306587041358,0.609501842489652,3.97029191355212,-0.659686431536404,0.099009900990099,0.225806451612903
